"WAKEENEY, KS",-99.8831,39.0297,749.8,127,67,270,125,2053,557,165,2172,347,98,66,23
"ASHLAND, KY",-82.6131,38.4536,170.7,775,1585,672,769,1742,1891,831,1632,49,1404,1039,1795
"BARBOURVILLE, KY",-83.8819,36.8825,301.8,,3572,,1498,1318,1928,1736,423,33,1490,1410,
"BOWLING GREEN RGNL AP, KY",-86.4239,36.9647,160.9,836,2831,641,1238,781,2099,988,1515,53,1789,1624,1387
"FARMERS 2 S, KY",-83.55,38.1167,207.3,1187,1559,788,1052,728,2030,2155,1689,132,1573,899,2212
"GREENSBURG, KY",-85.5022,37.2592,179.8,,,381,1234,635,1979,,618,0,2045,814,1402
"HENDERSON 8 SSW, KY",-87.6456,37.7558,136.9,1110,1888,1487,1359,1322,1664,718,1265,23,1590,1154,1049
"HOPKINSVILLE, KY",-87.5206,36.8492,158.5,673,2797,568,1216,892,1317,1369,970,259,1520,1453,1053
"ALEXANDRIA, LA",-92.4611,31.3206,26.5,1842,875,363,2131,2084,1285,1789,395,204,1096,634,355
"BATON ROUGE METRO AP, LA",-91.1469,30.5372,19.5,885,662,297,2515,2464,1881,1821,1980,645,1983,437,715
"BUNKIE, LA",-92.1786,30.9594,24.4,1863,1336,277,2885,1972,1191,5390,962,607,1398,352,849
"DONALDSONVILLE 4 SW, LA",-91.0275,30.0717,9.1,790,1027,652,1716,1258,1383,2040,1828,97,2009,355,681
"FRANKLIN 3 NW, LA",-91.5442,29.8233,3.7,563,1470,431,2266,1722,1434,3444,3581,349,2385,97,760
"GRAND COTEAU, LA",-92.0439,30.4192,16.8,1020,703,332,2794,2638,2604,1680,1454,429,1832,739,564
"JENNINGS, LA",-92.6642,30.2003,7.6,1345,600,401,2591,3689,2483,1848,1243,1201,1235,552,327
"LAFAYETTE FCWOS, LA",-91.9875,30.205,11.6,1016,448,94,1245,2342,3404,2701,2186,611,1800,737,627
"NEW ORLEANS AUDUBON, LA",-90.1303,29.9167,6.1,1011,1632,471,2352,2192,1121,5376,1970,0,1958,163,991
"PLAIN DEALING 4 W, LA",-93.7981,32.9078,88.4,,,706,2513,2275,2363,466,0,79,1957,,
"ST JOSEPH 3 N, LA",-91.2336,31.9497,23.8,2758,1283,611,2008,1432,1684,2350,681,6,2166,213,1164
"THIBODAUX 3 ESE, LA",-90.78,29.7758,4.6,766,929,534,2017,1456,666,1167,2565,235,2717,133,895
"BRASSUA DAM, ME",-69.812,45.6603,323.1,1276,603,298,1503,1572,1001,821,1150,909,1215,1172,492
"CORINNA, ME",-69.2417,44.9197,90.5,1386,681,487,1228,1195,1287,953,1397,1360,1332,1440,1031
"FARMINGTON, ME",-70.1567,44.6889,128,1586,822,610,1244,1204,1319,619,1106,797,1869,879,898
"GARDINER, ME",-69.7889,44.2203,42.7,1431,620,563,1174,1065,1512,726,897,421,2013,1153,1170
"PORTLAND JETPORT, ME",-70.3003,43.6497,13.7,1404,1004,685,1319,1043,1486,643,1136,108,1583,750,2156
"WOODLAND, ME",-67.4044,45.1572,42.7,1126,567,768,1332,1097,1061,1381,1461,794,1025,1276,1031
"BELTSVILLE, MD",-76.9314,39.0303,44.2,999,791,1067,394,1564,606,1121,975,94,1489,524,776
"CUMBERLAND 2, MD",-78.7561,39.6419,222.5,977,1139,680,1113,1281,1155,1543,625,102,1030,236,818
"MD SCI CTR BALTIMORE, MD",-76.61,39.2811,6.1,922,956,1342,493,1366,696,872,1344,21,1629,287,896
"OAKLAND 1 SE, MD",-79.4,39.4133,737.6,863,1260,458,1082,2238,2046,1192,571,540,1278,382,778
"ROYAL OAK 2 SSW, MD",-76.1897,38.7144,3,613,1019,1191,784,1357,1226,528,630,24,1306,399,954
"AMHERST, MA",-72.5375,42.3861,45.7,1294,813,352,1876,787,788,777,1047,281,1195,724,1490
"BLUE HILL, MA",-71.1136,42.2122,192,1360,907,1014,2121,1172,1037,1246,605,323,1758,1001,1973
"LAWRENCE, MA",-71.1658,42.6992,15.2,994,825,602,1389,647,1406,1415,1000,107,1680,743,1688
"NEW BEDFORD, MA",-70.9333,41.6333,21.3,1091,1072,679,1698,1024,1493,1873,956,,,,
"READING, MA",-71.1264,42.5242,27.4,1063,932,761,1572,746,1271,1203,859,413,1596,860,1648
"WALPOLE 2, MA",-71.2458,42.1608,50.3,1532,888,843,2014,1174,1072,1551,1240,319,1393,916,1688
"ADRIAN 2 NNE, MI",-84.0158,41.9164,231.6,430,406,793,1201,1641,1323,510,1193,1063,1656,417,650
"ALMA, MI",-84.6492,43.3864,224,724,576,403,480,1539,1374,354,623,1738,2025,770,996
"ANN ARBOR U OF, MI",-83.7108,42.2947,274.3,554,695,762,1198,1183,1407,1303,714,1187,1224,616,709
"BIG RAPIDS WTR WKS, MI",-85.4822,43.7072,283.5,764,868,669,751,1667,1112,725,1030,1410,1728,794,862
"CHATHAM EXP FARM 2, MI",-86.9242,46.3414,265.2,679,1063,242,650,1405,639,360,688,1292,1729,806,1200
"CHEBOYGAN, MI",-84.4725,45.6528,179.2,574,735,258,736,1110,1051,417,133,1224,1723,625,844
"COLDWATER ST SCHOOL, MI",-84.9925,41.9622,299.9,473,467,657,959,1324,1181,1118,447,1220,1848,478,830
"EAST TAWAS, MI",-83.5036,44.2839,178.6,812,603,355,663,1030,1113,902,409,957,978,883,977
"HART 3 WSW, MI",-86.4239,43.6747,234.7,883,795,557,764,1176,1384,567,1682,1417,2362,1068,892
"HILLSDALE, MI",-84.6411,41.9353,329.2,842,514,812,1479,1782,1218,762,898,1540,1709,576,936
"IRON MT KINGSFORD WWTP, MI",-88.0842,45.7858,326.4,360,1171,218,848,1469,412,915,689,1412,1051,307,1136
"IRONWOOD, MI",-90.1892,46.4656,435.9,373,919,423,1521,1217,718,882,500,1153,1044,1137,1580
"MIDLAND, MI",-84.2011,43.6089,195.1,390,692,404,391,942,1433,327,356,1865,1968,552,932
"MT CLEMENS ANG BASE, MI",-82.8183,42.6083,176.8,426,594,725,1313,978,935,638,1385,878,1138,392,420
"MT PLEASANT UNIV, MI",-84.7697,43.5858,242.6,887,587,303,529,1373,1109,350,516,1637,2082,1140,1098
"MUNISING, MI",-86.6625,46.4122,207.3,1181,1525,466,829,1480,814,283,827,1326,1784,1300,1320
"NEWBERRY 3S, MI",-85.5106,46.3133,259.1,769,1052,581,1116,1580,,,,1221,1225,493,
"OWOSSO WWTP, MI",-84.18,43.0161,222.5,578,638,466,717,1134,1855,735,633,1177,1710,685,723
"STAMBAUGH 2SSE, MI",-88.6275,46.0556,442,245,1013,202,912,1320,270,773,687,2023,1130,370,981
"ADA, MN",-96.5161,47.2992,276.5,220,565,384,440,681,931,1187,1198,1063,1037,96,641
"ALBERT LEA 3 SE, MN",-93.3019,43.6064,374.9,298,573,627,856,1766,745,1265,372,1544,1216,624,419
"ARGYLE, MN",-96.8253,48.3311,258.2,213,504,267,166,399,784,993,,,,,
"BAUDETTE, MN",-94.5869,48.7094,323.7,152,504,172,,,,,,2307,1349,230,285
"CLOQUET, MN",-92.5253,46.7047,385.6,174,496,290,602,1023,1635,813,833,1648,1517,383,1063
"DETROIT LAKES 1 NNE, MN",-95.8372,46.8372,413,118,262,312,520,773,856,1201,1451,1239,847,351,539
"EVELETH WWTP, MN",-92.5303,47.4581,440.4,165,300,321,529,620,858,918,672,1481,855,284,440
"GRAND MEADOW, MN",-92.5644,43.7047,411.5,307,330,262,552,2288,2018,1187,853,2137,1876,506,193
"GRAND RPDS FOREST LAB, MN",-93.4975,47.2436,399.3,213,411,415,636,611,1524,516,956,1249,1134,293,555
"ITASCA UNIV OF MINN, MN",-95.1919,47.2256,454.2,226,574,488,866,750,868,1076,1165,1227,1404,199,1146
"LEECH LAKE, MN",-94.2228,47.2467,396.8,224,435,312,647,578,1121,450,959,1277,1311,168,
"MILAN 1 NW, MN",-95.9269,45.1219,310.9,156,175,701,869,1269,466,2163,1003,1234,1022,158,378
"MINNEAPOLIS/ST PAUL AP, MN",-93.2289,44.8831,265.8,115,654,509,993,1697,692,1647,1597,995,1031,580,465
"MONTEVIDEO 1 SW, MN",-95.7536,44.9364,300.2,328,310,671,919,1352,507,856,414,1202,947,7,
"MORA, MN",-93.3147,45.8775,310.3,92,385,388,663,1410,1558,1252,527,2419,1295,229,732
"MORRIS WC EXP STN, MN",-95.8747,45.5903,347.5,71,204,480,567,1032,1180,1153,1404,1686,767,89,255
"PARK RAPIDS 2 S, MN",-95.0678,46.9006,437.1,69,176,362,442,754,1027,916,912,1349,1052,125,305
"PINE RIVER DAM, MN",-94.1089,46.6694,381,124,285,323,498,861,1271,831,756,1659,1001,185,521
"PIPESTONE, MN",-96.3258,44.0139,519.7,267,325,552,1787,1450,706,1010,541,2524,596,286,266
"ST PETER, MN",-93.9656,44.3222,259.1,124,623,698,1607,1925,646,1712,671,1501,315,401,86
"TWO HARBORS, MN",-91.6653,47.0258,190.5,290,456,321,694,946,804,938,505,1487,1169,288,851
"WALKER AH GWAH CHING, MN",-94.57,47.0744,429.8,33,467,298,643,600,1288,699,1530,1531,1340,90,559
"WINNEBAGO, MN",-94.1872,43.7692,338.3,283,483,588,1205,1680,935,1435,843,1528,1280,671,290
"ZUMBROTA, MN",-92.6661,44.2992,300.2,262,873,518,1098,1496,1493,1936,650,1831,1362,541,330
"ABERDEEN, MS",-88.5214,33.83,60.4,1312,3119,965,,1774,1075,1945,919,0,787,576,1820
"BROOKHAVEN CITY, MS",-90.4581,31.5447,132.6,,,,2604,,,2100,1705,42,2750,686,1880
"CANTON 4N, MS",-90.0361,32.6714,76.2,2741,955,603,3243,1747,1280,1470,1293,350,2524,448,1472
"CLARKSDALE, MS",-90.5572,34.1864,52.7,166,349,300,1307,962,460,197,340,331,2094,2035,1923
"COLUMBIA, MS",-89.8361,31.2503,45.7,1352,1450,633,1974,1842,676,1661,1828,45,3125,493,1493
"CORINTH 7 SW, MS",-88.6178,34.8792,117.3,1353,3489,1010,2326,810,1949,,1212,25,2199,731,
"HATTIESBURG 5SW, MS",-89.3392,31.2547,117.3,1455,2132,890,2250,1256,1154,2485,2407,53,3672,332,971
"HERNANDO, MS",-89.9853,34.8161,115.8,1580,1846,1527,2236,1360,2696,2285,1056,20,3380,940,950
"LAUREL, MS",-89.1236,31.6756,68.6,1279,1096,809,2010,1445,1294,1254,1630,25,,,1546
"NATCHEZ, MS",-91.3408,31.5889,59.4,2346,1270,815,1926,2138,1289,2770,226,541,2130,1158,1179
"POPLARVILLE EXP STN, MS",-89.5453,30.8408,95.4,1646,1707,491,1372,3601,2480,1417,2119,0,2182,559,837
"STATE UNIV, MS",-88.7822,33.4692,56.4,1996,2228,1077,3570,1922,2115,2711,1452,10,3052,938,1724
"UNIVERSITY, MS",-89.5358,34.3803,124.4,1425,4531,799,2319,1817,1826,1520,599,20,1835,863,2019
"WAYNESBORO 2 W, MS",-88.6708,31.6772,61,1532,1531,1056,1858,1260,918,1777,1805,33,3775,896,1486
"APPLETON CITY, MO",-94.0281,38.1869,259.7,658,386,1561,303,2949,1442,1895,2649,1059,1246,425,429
"BOWLING GREEN 1 E, MO",-91.1711,39.3447,270.4,876,486,1270,960,1979,1721,1224,898,612,1169,502,331
"CLINTON, MO",-93.7711,38.395,234.7,261,407,937,420,3206,976,2370,1973,1055,993,159,540
"CONCEPTION, MO",-94.6833,40.2394,337.7,494,404,1114,209,2507,1090,797,2066,2451,438,232,415
"FARMINGTON, MO",-90.4103,37.7922,282.9,854,1346,779,787,1892,1735,1167,1024,224,1345,966,321
"JEFFERSON CITY WTP, MO",-92.1825,38.585,204.2,810,692,1226,727,2221,1046,421,1991,609,1944,566,317
"LAMAR, MO",-94.2697,37.4994,298.7,485,624,986,884,5183,1797,1065,2646,1372,1558,395,366
"LEBANON 2W, MO",-92.6936,37.685,389.8,487,690,652,682,2467,1382,2094,2294,295,1534,650,450
"LOCKWOOD, MO",-93.9489,37.3908,326.1,630,523,1026,632,4287,1458,1475,1960,608,1797,699,274
"MOBERLY, MO",-92.4369,39.4194,262.1,780,583,689,742,2600,1518,1361,1491,909,996,515,433
"MTN GROVE 2 N, MO",-92.2636,37.1528,442,704,1323,1283,683,2411,1681,883,1127,112,1631,1221,518
"NEOSHO, MO",-94.36,36.8639,308.2,1070,,1091,653,3120,2526,764,1691,1036,2428,1068,32
"ROLLA UNI OF MISSOURI, MO",-91.7758,37.9572,355.7,534,954,1388,991,2276,908,1146,2178,191,1144,689,427
"SPICKARD 7 W, MO",-93.7158,40.2472,266.7,568,657,1095,586,4380,1452,1282,1901,2732,611,231,259
"STEFFENVILLE, MO",-91.8872,39.9714,210.3,1001,517,995,772,3439,1644,920,1094,1357,1024,379,477
"SWEET SPRINGS, MO",-93.4194,38.9664,205.7,698,876,573,437,2533,1364,1001,1000,839,785,341,603
"TRUMAN DAM & RSVR, MO",-93.3989,38.2581,192.6,663,615,1230,655,2595,998,1472,2457,1128,1460,467,315
"UNIONVILLE, MO",-93.0031,40.475,323.1,,701,1124,617,3930,1610,717,597,1730,1060,308,390
"WARRENTON 1 N, MO",-91.1386,38.835,252.1,825,562,1516,880,1981,1498,1264,2243,361,1615,148,371
"BIG TIMBER, MT",-109.9503,45.8328,1249.7,99,475,167,933,1037,503,367,307,1048,262,207,0
"BOZEMAN MONTANA ST U, MT",-111.0453,45.6622,1497.5,328,410,280,1000,410,915,432,115,1066,570,287,53
"CHINOOK, MT",-109.2256,48.5883,737.6,0,97,29,188,400,1166,120,323,631,9,338,11
"CHOTEAU, MT",-112.1919,47.8206,1172,157,372,86,812,857,217,290,386,849,333,385,20
"CUT BANK AP, MT",-112.3753,48.6033,1169.8,172,63,97,327,548,239,219,363,345,274,128,51
"DILLON WMCE, MT",-112.6447,45.2128,1593.5,70,,290,273,360,389,226,258,452,258,139,204
"EKALAKA, MT",-104.5461,45.8903,1043.9,123,155,226,354,1041,937,1591,384,988,382,371,72
"ENNIS, MT",-111.7111,45.3394,1509.7,107,500,165,668,375,394,702,216,470,304,116,34
"FLATWILLOW 4 ENE, MT",-108.3133,46.8511,954.9,141,296,46,525,1238,554,436,264,886,179,234,40
"FT ASSINNIBOINE, MT",-109.7972,48.4983,796.4,102,220,58,234,389,824,138,185,662,49,364,55
"GLASGOW INTL AP, MT",-106.6214,48.2139,696.5,75,360,49,221,307,737,393,699,1161,158,217,95
"GLENDIVE, MT",-104.7183,47.1064,632.8,126,263,16,428,648,208,857,1037,2149,194,116,87
"GREAT FALLS AP, MT",-111.3822,47.4733,1116.8,249,657,141,487,555,371,296,292,542,317,326,44
"HAMILTON, MT",-114.1642,46.2553,1080.5,,493,183,,331,228,530,135,449,67,414,
"HELENA AP ASOS, MT",-111.9636,46.6056,1166.8,120,586,254,321,621,199,445,411,770,255,207,10
"HUNTLEY EXP STN, MT",-108.2444,45.9228,924.8,60,368,71,465,883,590,435,135,930,255,206,127
"HYSHAM 25 SSE, MT",-107.1375,45.9353,944.9,183,188,103,411,751,597,870,512,815,149,130,54
"KALISPELL GLACIER AP, MT",-114.2636,48.3042,901.3,313,445,128,578,226,711,257,175,641,234,254,239
"LIVINGSTON 12 S, MT",-110.5689,45.4836,1484.4,211,483,119,590,331,775,737,116,926,370,375,39
"MALTA 7 E, MT",-107.7286,48.3939,680,71,226,122,,445,871,418,499,848,72,198,49
"MEDICINE LAKE 3 SE, MT",-104.4514,48.4828,591.9,,96,0,86,64,844,580,872,1545,113,51,32
"MILES CITY AP, MT",-105.8825,46.4267,799.8,19,76,59,544,724,382,719,350,724,69,44,8
"NORRIS MADISON PH, MT",-111.6325,45.4856,1446.3,176,1167,330,1090,623,257,608,259,640,601,168,115
"PLEVNA, MT",-104.5164,46.4178,847.3,142,207,87,361,735,582,1221,504,974,246,204,60
"RED LODGE, MT",-109.2497,45.1797,1718.2,463,275,243,853,1354,747,837,274,1051,640,442,94
"SAVAGE, MT",-104.3378,47.4536,602,100,278,0,348,574,654,604,612,2617,155,67,46
"VIDA 6 NE, MT",-105.3686,47.88,696.2,41,341,0,313,356,863,753,66,2009,81,124,43
"ALBION, NE",-98.0036,41.6867,545.6,34,183,1083,452,1264,1696,600,1336,201,483,423,377
"ATKINSON 3SW, NE",-99.0303,42.5136,637,60,273,650,754,1987,877,704,2230,1498,374,354,315
"AUBURN 5 ESE, NE",-95.7467,40.3703,283.5,298,414,871,297,2319,984,686,1205,1275,1040,84,170
"BEATRICE 1N, NE",-96.75,40.2994,395.3,212,246,876,425,2247,1498,823,1882,1103,494,48,298
"BEAVER CITY, NE",-99.8278,40.1306,658.4,76,201,750,132,1680,1112,1310,433,236,170,352,287
"BRIDGEPORT, NE",-103.1042,41.6675,1117.4,69,21,886,767,1039,547,749,1208,277,96,320,86
"BROKEN BOW 2 W, NE",-99.675,41.4083,762,36,111,888,475,1887,996,1462,1763,192,198,136,233
"CRETE, NE",-96.9469,40.6194,437.4,269,341,628,194,2240,1748,1133,1643,1111,835,173,767
"CURTIS 3NNE, NE",-100.4936,40.6742,829.4,10,124,543,251,1364,979,1399,1383,640,246,165,183
"DAVID CITY, NE",-97.1328,41.2492,490.7,54,386,1046,365,1277,,806,1601,,,,
"FAIRBURY 5S, NE",-97.1669,40.0739,411.5,287,434,844,399,2125,1761,,,1235,552,81,575
"GENEVA, NE",-97.5964,40.5314,496.8,87,198,675,142,1857,1366,1282,2261,575,622,302,525
"GENOA 2 W, NE",-97.7644,41.4514,484.6,28,239,836,483,1763,915,534,1146,203,307,398,375
"GOTHENBURG, NE",-100.1522,40.94,787.9,39,169,805,526,1806,1263,1622,1773,188,330,208,288
"HARRISON, NE",-103.8842,42.6858,1478.3,140,61,674,533,993,1076,338,482,510,224,187,177
"HASTINGS 4N, NE",-98.3833,40.6475,591.3,15,175,735,244,2060,1073,1156,1980,426,348,350,445
"HEBRON, NE",-97.5903,40.175,451.1,302,365,857,160,1727,1531,1371,1549,1206,1183,127,494
"HOLDREGE, NE",-99.3803,40.4517,707.1,41,277,1161,490,1937,1494,2096,861,257,213,371,193
"IMPERIAL, NE",-101.655,40.5208,999.7,10,54,363,169,,,1012,786,300,125,153,15
"LOUP CITY, NE",-98.9681,41.2808,627.3,20,186,1158,419,1719,1005,1421,1924,158,393,299,355
"MC COOK, NE",-100.6203,40.2156,796.1,38,168,580,240,1159,733,968,61,,43,,13
"MINDEN, NE",-98.9514,40.5156,658.4,21,211,950,227,2043,1298,2140,725,238,276,272,368
"OAKDALE, NE",-97.9675,42.0678,521.2,59,254,946,626,1574,726,809,1599,340,579,300,298
"PURDUM, NE",-100.2472,42.065,819.9,304,280,601,470,2323,1601,1397,,,,,369
"RED CLOUD, NE",-98.5197,40.0978,524.3,114,147,575,79,1540,1361,1759,1834,786,739,326,480
"SAINT PAUL 4N, NE",-98.4697,41.2686,541,30,254,1384,802,1610,1078,1228,3515,259,390,461,514
"STAPLETON 5W, NE",-100.5986,41.4581,911.4,39,180,1087,741,1817,855,1598,1253,434,104,385,430
"SYRACUSE, NE",-96.1886,40.6825,335.3,285,426,860,255,2478,876,861,918,1776,720,131,231
"TECUMSEH 1S, NE",-96.1939,40.3544,338.3,340,393,1043,129,2772,1277,568,1715,1323,931,77,280
"WAKEFIELD, NE",-96.8617,42.2667,423.7,21,63,586,1030,1641,657,1327,486,934,629,366,469
"AUSTIN #2, NV",-117.0675,39.4931,2066.5,220,755,839,448,771,170,0,25,221,0,207,341
"BATTLE MOUNTAIN 4SE, NV",-116.8917,40.6117,1373.1,122,495,333,208,877,58,33,96,312,8,97,290
"ELKO RGNL AP, NV",-115.7886,40.8289,1533.1,292,641,484,193,903,3,3,51,608,33,57,491
"FALLON EXP STN, NV",-118.7811,39.4572,1208.5,110,324,384,120,293,,3,,0,0,,174
"MCGILL, NV",-114.7733,39.4136,1911.1,155,297,1050,473,426,10,104,0,241,0,0,
"MINA, NV",-118.1056,38.3844,1391.7,73,325,299,8,586,102,0,13,23,0,59,147
"RENO AP, NV",-119.7711,39.4839,1344.2,743,975,285,61,101,0,64,0,75,0,102,430
"SEARCHLIGHT, NV",-114.9217,35.4661,1079,491,528,142,112,123,0,0,168,64,0,980,442
"WINNEMUCCA AP, NV",-117.8081,40.9017,1309.4,253,427,341,236,527,23,13,64,262,28,101,310
"DURHAM, NH",-70.95,43.15,24.4,1124,733,466,1287,715,1118,1199,1679,236,1507,721,1385
"FIRST CONNECTICUT LAKE, NH",-71.2872,45.0875,506,1207,740,521,1446,1507,1130,1166,924,1182,1315,1138,674
"HANOVER, NH",-72.2847,43.7031,183.8,1207,508,413,,,,603,195,322,1147,518,
"KEENE, NH",-72.3244,42.9389,158.5,1229,702,349,,747,1306,857,1231,511,1366,875,1394
"ATLANTIC CITY, NJ",-74.4242,39.3792,3,798,665,1065,917,872,610,803,798,335,1092,419,1229
"BELVIDERE BRG, NJ",-75.0836,40.8292,80.2,1198,567,1138,1238,3017,938,1454,1970,328,1951,813,1277
"BOONTON 1 SE, NJ",-74.4,40.9,85.3,1408,819,928,1298,2392,1620,1820,1188,252,1961,873,1583
"CHARLOTTEBURG RSVR, NJ",-74.4233,41.0347,231.6,1201,,,,,1890,1881,,214,2113,686,1479
"FLEMINGTON 5 NNW, NJ",-74.8831,40.5631,79.2,1433,815,1080,1260,2206,1255,1415,940,110,1751,779,1330
"HIGHTSTOWN 2 W, NJ",-74.5642,40.265,30.5,1301,845,1037,1081,1761,1639,1324,672,241,1352,464,1662
"INDIAN MILLS 2 W, NJ",-74.7883,39.8144,30.5,1217,859,1037,868,1651,1922,1508,1262,776,1442,610,1917
"LONG BRANCH OAKHURST, NJ",-74.0047,40.2797,9.1,1363,886,969,1084,1682,1404,1285,1263,400,1021,465,2011
"NEW BRUNSWICK 3 SE, NJ",-74.4364,40.4719,26.2,1296,881,1112,1005,1817,1384,1602,1164,386,1315,541,1610
"AZTEC RUINS NM, NM",-108.0006,36.835,1720.3,,300,592,153,395,53,65,36,256,26,240,218
"CARLSBAD, NM",-104.2225,32.3478,951,15,0,219,302,61,486,861,265,687,518,273,21
"CHAMA, NM",-106.5781,36.9178,2392.7,1030,1125,745,419,1061,282,456,833,285,0,495,603
"CIMARRON 4 SW, NM",-104.9456,36.4661,1993.4,222,102,613,696,610,630,1161,638,71,274,127,0
"CLAYTON MUNI ARPK AP, NM",-103.1539,36.4486,1511.8,101,94,592,195,469,387,399,833,91,77,81,108
"DULCE, NM",-107,36.9358,2070.5,,961,1045,366,336,64,576,325,385,48,489,528
"ELEPHANT BUTTE DAM, NM",-107.1844,33.1461,1394.8,51,0,81,15,66,181,344,92,244,152,855,45
"JEMEZ SPRINGS, NM",-106.6872,35.7783,1908.7,279,193,591,200,180,0,328,64,97,368,589,193
"JORNADA EXP RANGE, NM",-106.7411,32.6169,1300.3,30,0,193,51,20,399,183,420,170,681,538,86
"LOS LUNAS 3 SSW, NM",-106.7611,34.7675,1475.2,142,104,85,371,101,134,289,112,134,163,600,85
"MTN PARK, NM",-105.8242,32.9547,2066.5,,97,280,305,161,300,536,896,871,483,686,229
"MOUNTAINAIR, NM",-106.2606,34.5208,1987.3,,63,99,427,201,142,472,523,64,51,201,76
"ROSWELL IND AP, NM",-104.5083,33.3075,1112.2,9,0,108,142,28,291,185,190,322,1227,351,28
"SAN JON, NM",-103.3283,35.1086,1289.3,274,0,191,389,528,434,546,,404,1364,137,241
"STATE UNIV, NM",-106.7597,32.2822,1182.9,46,0,45,102,61,645,152,404,141,35,429,145
"TUCUMCARI 4 NE, NM",-103.6867,35.2006,1245.4,36,8,59,238,474,313,515,340,430,354,249,155
"TULAROSA, NM",-106.0417,33.0719,1350.3,46,45,145,157,43,429,129,163,128,234,245,
"ADDISON, NY",-77.2344,42.1014,304.5,667,421,559,1248,1035,,,,,1140,756,355
"ALBANY INTL AP, NY",-73.8092,42.7431,83.8,1091,682,354,1099,783,1310,1014,1048,567,1902,715,1154
"ALFRED, NY",-77.785,42.2614,539.5,782,530,383,1031,1131,1551,1268,726,631,904,681,833
"ALLEGANY SP, NY",-78.75,42.1003,457.2,1247,585,423,1279,1219,2213,1419,1056,600,1218,911,842
"ANGELICA, NY",-77.9889,42.3017,440.4,879,557,357,967,1237,1688,1502,585,811,1006,638,840
"AUBURN, NY",-76.5447,42.9328,234.7,1274,738,442,867,1212,1296,1601,1527,783,1256,757,1086
"BATAVIA, NY",-78.1692,43.0303,278.3,767,556,418,728,871,1075,370,1073,1171,1233,815,1130
"BINGHAMTON GREATER AP, NY",-75.98,42.2067,486.2,972,614,399,937,1331,1359,840,866,475,1994,421,974
"BRIDGEHAMPTON, NY",-72.3067,40.9464,18.3,1810,867,912,1760,1447,1183,991,766,249,1729,813,1872
"BROCKPORT, NY",-77.9333,43.2,163.1,674,663,392,759,1074,814,716,707,807,1254,1047,1000
"BUFFALO NIAGARA INTL, NY",-78.7358,42.9408,214.9,1451,835,693,781,898,1166,465,920,1596,1479,501,1366
"COOPERSTOWN, NY",-74.9267,42.7167,383.1,1180,744,695,1281,1174,877,893,1175,669,2589,804,1131
"DANNEMORA, NY",-73.7206,44.7192,408.4,1152,678,467,1064,1617,,518,978,1074,1908,807,289
"DANSVILLE, NY",-77.7175,42.5656,201.2,384,411,202,511,1018,1178,596,1149,457,1135,440,529
"ELMIRA, NY",-76.8358,42.0997,288.6,760,438,370,676,1037,1080,1493,1292,564,1268,584,818
"GENEVA RSCH FARM, NY",-77.0308,42.8767,218.8,573,493,184,562,1395,1132,730,1480,683,1203,476,750
"HEMLOCK, NY",-77.6083,42.7747,274.9,558,516,324,658,1063,1528,908,1648,642,883,620,1114
"INDIAN LAKE 2SW, NY",-74.2692,43.755,506,1315,768,422,1528,1748,1417,681,1077,819,2056,1623,1004
"ITHACA CORNELL UNIV, NY",-76.4489,42.4489,292.6,819,328,368,953,1234,1391,946,1224,451,1358,644,835
"LAKE PLACID 2 S, NY",-73.9847,44.2444,591.3,1371,691,,1129,1940,1315,748,1460,1154,1823,1482,823
"LOCKPORT 3 S, NY",-78.6814,43.1392,184.4,1044,583,549,722,1163,778,1243,1314,1166,1335,562,1070
"LOWVILLE, NY",-75.4817,43.7975,262.1,1024,796,448,748,1604,1432,815,386,813,1605,1026,692
"MALONE, NY",-74.3081,44.8419,268.2,1011,598,543,993,1042,684,635,662,1011,1474,1257,605
"MARYLAND 9 SW, NY",-75.0106,42.4694,373.4,1466,720,574,1146,1266,1432,742,1155,405,1672,1058,955
"MOHONK LAKE, NY",-74.155,41.7681,379.5,1656,677,466,1178,1654,859,746,1410,395,1895,650,1509
"MORRISVILLE 6 SW, NY",-75.7264,42.8417,396.2,1383,817,,856,1519,1565,1527,1055,841,1864,1447,1421
"NY CITY CNTRL PARK, NY",-73.9692,40.7789,39.6,910,798,984,1159,1732,1385,1467,940,241,1564,496,1802
"NORWICH, NY",-75.5197,42.5117,301.4,1373,699,450,1053,1377,1404,704,1107,379,1943,934,1063
"OSWEGO EAST, NY",-76.4933,43.4622,106.7,932,919,415,855,1348,1692,929,1030,1012,1271,506,1081
"PORT JERVIS, NY",-74.6847,41.38,143.3,1242,686,561,1228,1439,1009,1804,283,188,1464,942,1003
"POUGHKEEPSIE, NY",-73.91,41.5997,51.8,1345,996,569,1202,1555,769,584,991,341,1644,1118,
"ROCHESTER INTL AP, NY",-77.6767,43.1167,162.5,652,741,439,696,662,1000,670,443,764,1229,466,991
"SARATOGA SPRINGS 4 SW, NY",-73.8167,43.0331,94.5,1478,915,280,1605,,999,1550,1239,433,1842,965,1101
"SYRACUSE WSO AP, NY",-76.1033,43.1092,125,828,725,410,879,1651,1116,864,1322,887,1747,313,1050
"TROY L&D, NY",-73.6831,42.75,7.3,1038,765,319,1051,989,1227,1025,1467,437,1890,1012,1370
"TUPPER LAKE SUNMOUNT, NY",-74.4383,44.2308,512.1,1245,765,625,438,1558,1236,698,735,1086,1633,1148,558
